barcode,chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr12,chr13,chr14,chr15,chr16,chr17,chr18,chr19,chr20,chr21,chr22
cell_0304,0.8982947,1.0135436,0.80268365,0.87402683,0.8829392,0.9270501,1.8276265,3.1908479,0.91129893,0.3138067,0.84775496,0.93204963,0.86462873,0.8083819,0.9480037,0.86376137,0.86834157,1.0324655,0.8985924,0.8283635,0.9098617,0.8611889
cell_0305,0.8262394,0.94066304,0.8679581,0.89346576,0.93449247,0.9525394,1.6446643,2.9981768,0.9923185,0.32953238,0.9242754,0.92596763,1.1098825,0.96856886,0.97002006,0.87694126,0.8889734,0.90191835,0.9071014,0.8062797,0.91869265,1.004903
cell_0306,0.83691895,0.83418393,0.98692656,0.810681,0.83100665,0.9500978,1.9746251,3.4897397,0.9733263,0.33190954,0.8960668,0.8856302,0.8439388,0.99603516,0.97845703,0.8411923,0.9182976,0.876577,0.87875307,0.73129594,0.8995598,1.013337
cell_0307,0.8882977,0.93959826,0.9093905,0.71897477,1.0454086,0.975389,1.6437113,3.7430801,0.8915056,0.33760172,0.78313255,0.9467539,0.8044906,0.94357306,0.7837329,0.8639115,0.9231709,0.90045035,0.9128757,0.9456258,0.9712052,0.715413
cell_0308,0.9173119,0.90032655,0.9745106,0.93106794,0.834524,0.9179271,1.6730758,2.9689908,0.89391536,0.31912926,0.7801344,0.860671,0.8937505,0.84146273,1.0823872,1.0213941,0.77192956,0.95502895,1.0112456,0.9879643,0.93883514,0.98371625
cell_0309,0.9257568,0.86276084,0.9340851,0.9585885,0.8164716,0.98017204,1.7258066,3.7712383,0.860749,0.3482985,0.90274465,0.9524528,0.8784558,0.8074977,0.8686741,0.9736961,0.8498632,0.8960545,0.8482284,0.8600459,0.969443,0.93174237
cell_0310,0.88155735,0.8771057,0.8674578,0.83494765,0.92628664,0.9669269,1.7401313,4.0933676,0.99250454,0.3628977,0.8619066,0.92365235,1.0496563,0.977909,0.91480154,0.7817524,0.8349217,0.98492885,0.91044676,0.8742979,0.8700378,1.0996785
cell_0311,0.91567624,0.9134776,0.8644246,0.8038691,0.87200695,0.9879215,1.737023,3.8951113,0.8808679,0.33868176,0.95430344,0.84580994,0.9081973,0.8928171,0.9714733,0.8966397,0.8537387,0.9621413,0.91750574,0.85113865,0.85878354,1.1361305
cell_0312,0.8319645,0.9077414,0.85675544,0.9620536,0.8849871,1.0468475,1.9419949,2.770252,0.9006515,0.35469714,0.87616354,0.85152704,0.9394855,0.8589047,0.942892,0.87483376,0.9487654,0.7980108,0.83977926,1.0386062,0.7765851,0.9546648
cell_0313,0.9443929,0.9668417,0.8498251,0.88893795,0.83812094,0.9097961,1.6684102,3.5371382,0.878985,0.32368714,0.7935255,0.7285724,0.97664493,1.0306802,0.83963364,0.8671201,0.9072572,0.8517979,0.94337136,0.93491703,1.0132977,0.7943646
cell_0314,0.8865645,0.9142403,0.8405353,0.90622,0.8134414,1.0131353,1.604148,4.169941,1.0124099,0.33255392,0.9660415,0.83260727,0.7922757,0.91960835,0.933463,0.8715184,0.9338709,0.82944924,0.8854247,1.0032845,0.8804121,0.99141675
cell_0315,0.97121394,0.88532084,0.9043695,0.90784633,0.8602156,0.8975822,1.8083055,4.6606536,0.8762034,0.32662207,0.9491774,0.955948,0.9298804,0.916291,0.7411763,0.8559865,0.94336206,0.8265676,0.92349595,0.9855779,0.8096342,0.8842979
cell_0316,0.86101216,0.93385965,0.80953753,0.896478,0.90612733,0.9448203,1.634033,3.1210456,0.97736543,0.3889377,0.9422256,0.9456143,0.9056783,0.8797927,0.97218347,0.88498104,0.857965,0.69895375,0.87004596,1.0417302,0.92633075,0.94096243
cell_0317,0.87320745,0.8858319,1.0011755,0.98027617,0.88972414,0.944262,1.7513235,3.6933506,0.8878929,0.34249762,0.80350953,1.0142982,0.8840156,0.95409745,0.8702904,0.7784172,0.9046397,0.9076583,0.88927996,0.91485876,0.77303666,0.8567149
cell_0318,0.9058155,0.89396733,0.8785599,0.91639286,0.9561069,0.8523553,1.4945999,3.0369935,0.89707434,0.32894146,1.0298889,1.0221481,1.1658913,0.87353474,0.92622584,0.93524826,0.9869884,0.85653406,0.892797,0.9716565,0.7776453,0.9483147
cell_0319,0.8984241,0.9801863,0.92829734,0.9830349,0.995869,0.89970434,1.7885339,3.4914439,0.88483644,0.33441073,0.87874115,0.9421483,0.8663322,1.0568045,0.98177564,0.84964716,0.876559,0.9714164,0.83321184,0.78026426,0.9883391,0.83872396
cell_0320,0.99158275,0.9584123,0.8811958,0.8934824,0.87247795,0.81050235,1.9464399,3.9892218,0.81850874,0.3481541,0.88396496,0.90351,0.7268493,0.88771504,0.8415829,0.9620589,0.9221227,0.8573551,0.9021963,0.89857644,0.79446346,0.8713326
cell_0321,0.9975515,0.8980154,0.9049174,0.810607,0.8934052,0.9630421,1.7876321,3.2471526,0.95962965,0.39449626,0.93951726,0.9349943,0.9428362,0.83942074,0.93424815,0.83015555,0.94306487,0.79769576,0.85846084,0.78610474,0.88133675,1.1531419
cell_0322,0.8850938,0.9801162,0.8698731,0.9006266,0.8971437,0.96478075,2.0969079,3.5424764,0.9186935,0.3120116,0.82395065,0.8225546,0.92183834,0.87230825,0.9573834,0.9686736,0.86618245,0.8366317,0.9430906,0.8809438,1.0427341,0.8583943
cell_0323,0.92987984,0.883599,0.90138674,0.97854096,0.8555453,0.985943,1.9329953,3.153115,1.036731,0.32841226,0.8547718,0.8436425,0.85941076,0.94319844,0.88987184,0.9700527,0.8497984,0.74039495,0.9119589,0.92767715,0.8392099,0.97017986
cell_0324,0.8756424,0.880399,0.82198286,0.919085,1.0479956,0.94320047,1.5241286,4.927525,0.97228545,0.32239676,0.89563566,0.87063056,0.9627465,0.83127177,0.9878431,1.025448,0.9376365,0.8179657,0.9236091,0.76881707,1.0352069,0.7686097
cell_0325,0.9132118,0.8933213,0.8506957,0.9219982,0.85348606,0.87601316,1.8277184,3.781615,0.8094023,0.33932763,0.87244713,0.94675267,1.0458256,0.99003476,0.8774778,0.8175278,0.90660214,0.6972931,0.8835127,1.009474,0.9832957,0.9801107
cell_0326,0.91457134,0.9227707,0.9614042,0.79069513,0.753625,0.98576766,1.7977886,3.5909142,0.9286532,0.33469692,0.8844468,0.86855704,0.9132407,0.87615293,0.8126603,0.8904134,0.8387997,0.8766389,0.86375993,0.7980619,0.91243345,0.9719704
cell_0327,0.95438534,0.9181498,1.0073609,0.93937355,0.9875455,0.8773707,1.9183916,3.5386302,0.9586698,0.33077332,0.9383623,0.9579691,0.94339174,0.8715711,0.9658471,0.9762744,0.89792895,0.81752795,0.8968779,0.80060875,0.8514931,0.97559553
cell_0328,0.8355595,0.877404,0.7958249,0.92731225,0.92063135,0.84201384,1.9806005,3.8627856,0.8412495,0.2896221,0.85461676,0.92032397,0.6999294,0.89736265,0.815841,0.7584577,0.86034685,0.73135394,0.8959934,0.8817509,0.9038514,0.97441715
cell_0329,0.86756366,0.8075655,0.8492199,0.8335761,0.8922195,0.95263815,1.9305857,3.7775564,1.0115037,0.35175157,0.87003654,0.87530464,0.8145412,0.8707964,0.89456975,1.0403627,0.8985188,0.896817,0.89074486,0.91685605,0.9060543,1.0339996
cell_0330,0.8640138,0.9359493,0.88957006,0.93972,1.031497,0.9245217,1.801561,4.1212335,0.8405948,0.31628653,0.9551856,0.89995193,0.8817618,0.8731132,1.0540122,0.8620198,0.9647209,0.8087435,0.8617804,0.9965895,0.946267,1.0436587
cell_0331,0.8993291,0.87975484,0.8986429,0.8987014,0.96529204,0.9232948,1.7825855,3.255544,0.88027084,0.33990896,0.9628631,1.0164497,0.8430717,0.9358982,0.9426822,0.8568886,0.937789,0.90502435,0.94779956,0.9569663,0.887817,1.0928866
cell_0332,0.8834856,0.8482654,0.9394499,0.9217731,0.8085852,0.9870489,1.6526281,2.7742782,0.91479367,0.35321996,0.8985107,0.9101958,0.8868932,0.9230798,0.8780856,0.9564995,0.96243036,0.98650074,0.9716094,0.9455609,1.0454053,1.089485
cell_0333,0.9545438,0.93035525,0.8185535,0.9052869,1.0328195,0.8090662,1.6911212,3.5055199,0.88282436,0.36048704,0.8206275,0.9781751,0.80194306,1.0289221,0.9697506,0.9730542,0.9134182,0.8208394,0.8415633,0.9397707,0.89586085,0.88556623
cell_0334,1.0090967,0.8635534,0.9443107,0.8856479,0.8694816,1.0512928,1.9263155,3.3322985,0.8972515,0.32067457,0.84723365,0.87134707,0.8173632,0.7536328,0.9154909,0.83447033,0.8181864,0.8425843,0.8983252,0.966635,0.9383586,0.8713921
cell_0335,0.8597323,0.88400507,0.89421636,0.85622656,0.8078038,0.8661538,1.7571312,3.418239,0.90349007,0.37605298,1.0441186,0.86425596,0.93354493,0.9050427,0.7829761,0.8758307,0.9114972,1.0706164,0.9074311,0.94111645,0.95155925,0.9237413
cell_0336,0.8930616,0.90979046,0.83587843,0.9332956,0.9219359,0.8788981,1.676653,3.4894397,0.9606814,0.32941356,0.94910556,0.9673979,0.9858177,0.96604395,0.9354288,0.81647456,0.86857986,0.9064188,0.9055736,0.8793691,0.8530993,0.87278587
cell_0337,0.98575115,0.878405,0.8364672,0.8632851,0.8904013,0.90871286,1.6597027,3.0389304,0.8380399,0.34573576,0.8475167,0.9955103,0.7417449,0.92154443,1.084808,0.959229,0.7922415,0.9109373,0.91150403,0.86229515,0.99840575,0.88929224
cell_0338,0.9401733,0.81870675,0.82550746,0.9099791,0.9677768,0.8579919,1.7471206,4.1663074,0.9097906,0.35470724,0.8813491,0.9396679,0.94397193,0.9423936,1.0266665,0.8824797,0.85354894,0.94705194,0.9527396,0.8521068,0.86657345,0.8809714
cell_0339,0.86900145,0.8198018,0.8407091,0.76612204,0.9208795,0.94400233,1.7815127,4.3944964,0.83059293,0.34378782,0.9148158,0.876282,0.95432276,0.9878009,0.97279215,0.9834293,0.91356266,0.82236934,0.91329986,0.92034817,0.8730879,0.9407258
cell_0340,0.94905776,0.91098636,0.8927042,0.8994654,0.86969596,0.9066727,1.896547,3.713693,0.796062,0.3496252,0.8362245,0.844694,0.98576975,0.86698735,0.96900713,0.9010847,0.9128902,0.88711375,0.9235655,1.1378925,0.97846,0.925497
cell_0341,0.9334232,0.85712934,0.87886786,0.9086814,0.88250107,0.97294366,1.9276962,3.1912873,0.7362428,0.36926797,0.9233186,0.861473,0.9969489,0.90818936,1.00753,0.8942191,0.8714355,0.89109296,0.88693064,0.9223791,0.8561938,0.9126779
cell_0342,0.9111593,0.86446744,0.94273865,0.9083988,0.9175289,0.90927386,1.9464383,2.6555007,0.8828047,0.33735693,0.87665504,0.8622182,0.83940774,0.7614008,0.9168332,0.9631145,0.8635327,0.9652838,0.9081386,1.0097017,1.0469868,0.7915552
cell_0343,0.93595093,0.7999685,1.0011357,0.85834813,0.9098037,0.87521327,1.8056281,3.4875963,0.969988,0.359541,0.8637745,0.8163865,0.9212672,0.89835465,0.8757237,0.9162613,0.9625038,0.9074906,1.0270023,0.86776984,0.903563,0.8352564
cell_0344,0.9122939,0.83488125,0.9646075,0.8274256,0.8789379,0.86266696,1.8409775,3.9846456,0.91266364,0.31894684,0.9244487,0.9476297,0.90311867,0.8108092,0.9644188,0.9710345,0.94441044,0.86677146,0.79014415,0.7761621,1.024909,1.0338924
cell_0345,0.8849819,0.8746549,0.87438947,0.89378965,0.80137336,0.89429915,1.9240428,3.3787782,0.9886037,0.36182922,0.87034875,0.8881748,0.86728,1.019896,0.7862942,0.7977967,0.908351,0.9359163,0.9276636,0.90892416,0.78449494,1.040057
cell_0346,0.90279204,0.827122,0.869062,0.82708335,0.95254564,0.9112459,1.9426566,3.075576,0.93798393,0.34063688,0.82645,0.7962632,0.9519078,1.0299784,0.7384469,0.9005114,0.94828856,0.90139484,0.9045024,0.83134615,0.99365604,1.1164762
cell_0347,0.9656702,0.9482271,0.98927426,0.88508946,0.8964937,0.9637117,1.9501151,3.4741273,0.9438222,0.3332271,0.9548897,0.8897912,0.95483446,0.82817507,0.8918625,0.8796064,0.8661933,0.9185715,0.8934069,0.7680303,0.7524013,1.272521
cell_0348,0.953391,0.8954095,0.9121014,1.0213593,0.9413257,0.94549334,1.8066462,3.93886,0.8719131,0.3573778,0.87411445,0.9392041,0.8276567,0.90949416,0.8908597,0.84407234,0.96035725,0.8243676,0.7884872,0.87237316,0.85197455,1.076678
cell_0349,0.86720157,0.93898416,0.86461943,1.003657,0.9346461,0.8897618,2.058398,3.2236245,0.95088017,0.33702585,0.88957995,0.80800354,0.7674724,0.78246075,1.0236346,0.87851644,0.94050115,0.9157028,0.93759584,1.0582632,0.8653872,0.8384547
cell_0350,0.9137908,0.870338,0.93001187,1.054788,0.868194,0.8795177,1.8514733,3.638766,0.86082184,0.34069115,0.9250161,0.8822703,0.84332275,0.78216356,0.81630856,1.1086442,0.76298976,0.7978863,0.969749,0.9711117,0.7111157,1.0147482
cell_0351,0.9282885,0.9508758,0.89285946,0.88750416,0.90574276,0.86608636,1.8212713,3.66638,0.9768312,0.34352353,0.81345636,0.87833625,0.83303106,0.8542362,0.77745223,0.88293684,0.92820144,1.0084757,1.0055051,0.9011918,0.96823883,0.85303634
cell_0352,0.95609766,0.8814853,0.9091808,0.82868993,0.9359103,0.8153489,1.8186692,3.2598252,0.87409556,0.3461753,0.9332555,0.951749,0.8104621,0.8635265,0.9574111,0.9627826,0.880858,0.8325966,0.86047316,0.9469941,0.91739607,0.94198334
cell_0353,0.92818314,0.83158076,0.83662695,0.8751107,0.88571554,0.8024644,1.9277312,3.7986023,0.97829974,0.32493737,0.8991415,0.86502594,0.9010617,0.89687455,0.8460758,0.8018754,1.0480018,0.9973711,1.0074409,0.9455166,0.78822994,0.9382607
cell_0354,0.87134755,0.8710478,0.988483,0.96095836,0.8648344,1.0015726,1.6788012,3.1639755,0.9791468,0.34531257,0.90713304,0.9272859,0.8905441,0.8644646,0.86176133,0.96223235,1.0410022,0.8659772,0.91105235,0.8630959,0.96711266,0.84542346
cell_0355,0.8574939,0.977017,0.871629,0.9386592,1.0214942,0.8313508,1.7053686,3.6666162,0.9399486,0.3143604,0.85353667,0.93648744,0.9385238,0.8657863,0.92224866,1.0104896,0.86235523,1.2161057,0.9519124,0.7749961,0.96712255,0.86281836
cell_0356,0.90868723,0.90542215,0.98268723,0.8931868,0.8750006,0.9772531,1.8121936,4.7095547,0.8586105,0.32268143,0.8872417,0.80009145,0.8433665,0.97979623,0.86596996,0.90482444,0.8579757,0.9363858,0.81292987,1.039005,0.7138742,0.7492389
cell_0357,0.8955361,0.88688725,0.82758266,0.8173787,0.84602326,0.86306834,1.8501927,5.11253,0.88421786,0.3171452,0.93286985,0.872882,0.8578953,1.0111965,0.9383651,0.9973421,0.74549687,0.7340644,0.865336,0.80096877,0.7573207,1.0170783
cell_0358,0.949399,0.95613384,0.89227736,0.8077637,0.9991768,0.97704107,1.5610152,3.3567834,0.87366396,0.33996588,0.95471984,0.81200004,0.8816554,0.8932391,0.8918882,0.88617116,0.93155134,1.054598,0.8120634,0.92914116,0.9434308,0.9428577
cell_0359,0.8409718,0.9518367,0.6959958,0.9111665,0.7415025,0.8913164,2.1532803,3.5272567,0.8713148,0.35998112,0.95351,0.82389337,0.82709664,0.7613653,0.95189345,0.9306308,0.88402903,0.93096495,0.97276807,0.9683359,0.7706147,0.8058998
cell_0360,0.9450298,0.9275964,0.9341847,0.90547365,0.94234794,0.85498995,1.8933749,3.315896,0.89465606,0.34945098,0.9021863,0.9084109,0.8163633,0.83354616,0.8381823,1.0252426,0.8753238,0.8466372,0.8818036,0.85791224,0.84186083,0.96332693
cell_0361,0.8396951,0.87959725,0.87366444,0.9552884,0.9519362,0.8785731,1.8406029,3.3548446,0.865856,0.33144084,0.83911556,0.89938,0.81952053,0.85868704,0.86125994,0.9202012,0.9029868,0.98863167,0.9350648,0.8996797,1.1136171,0.9573679
cell_0362,0.9031586,0.8005822,0.9096664,0.83455634,0.9359292,0.9774034,1.8661866,3.797434,0.9696481,0.3480354,0.85612446,0.96918595,0.9805825,1.0257899,0.9059508,0.8719736,0.8762866,0.8734351,0.9257905,0.9503647,0.9673402,0.785362
cell_0363,0.7742064,0.9025829,0.8802619,0.95368594,0.9575527,0.84547365,1.8305755,3.5647202,0.8692408,0.3547219,0.8356149,0.9741095,0.9431991,0.9341457,1.0193506,0.92021275,0.96964663,0.96541524,0.90571314,0.95320785,0.86211455,0.8608909
cell_0364,0.90230596,0.87925893,0.81599396,0.9792975,0.90459514,0.8832411,1.7177082,3.604566,0.8345535,0.3365276,0.9710059,0.9310021,0.8544154,0.91780853,0.95887727,0.9220595,0.93680507,0.97520614,0.92292285,0.8059614,0.8045856,0.96776384
cell_0365,0.90189075,0.9666765,0.9067799,0.8477999,0.89277977,0.9601072,1.9736216,3.1954777,0.95907086,0.36605245,0.93686295,0.85331154,0.8855593,0.85494363,0.8882798,0.8881062,0.95265526,0.83986956,0.8640088,0.8680138,0.786944,0.8151023
cell_0366,0.86137474,0.9294688,0.9249773,0.8919783,0.9386166,0.8439409,1.8553753,3.1652544,0.9278813,0.35689178,0.9296116,0.8813708,0.76280427,0.79608357,1.0576785,0.87006795,0.9330781,0.9561141,0.9360895,1.0886742,0.665342,0.85612935
cell_0367,0.85122067,0.99355155,0.9552043,1.0073422,0.9230996,0.8209942,1.9094843,2.9283128,0.9210704,0.35408735,0.93335015,0.88117427,0.9080289,0.8746975,0.85574466,1.054182,0.7912284,0.8968702,0.91575426,0.9973298,0.7929364,0.94256884
cell_0368,0.9182148,0.9318349,0.93247616,0.82102257,0.8763536,0.9927783,1.6428602,4.5661526,0.98799306,0.38118166,0.90344405,0.85902023,0.92294616,0.9197994,0.79515934,0.8528741,0.9635607,0.82291704,0.86864555,0.9067339,0.97537506,0.7360369
cell_0369,0.8804347,0.8981957,0.97879875,0.98771554,0.8704475,0.9319764,1.7653837,3.556368,0.90905976,0.33563098,0.94792306,0.8734518,0.9774852,0.83013636,0.9062266,0.75259894,0.9212131,0.78146756,0.8286962,0.9003907,0.85050786,0.9594193
cell_0370,0.98092204,1.0018982,0.888265,0.95259094,0.9099337,0.92393494,1.8534687,2.2164526,0.9059,0.32170728,0.8854574,0.93408656,0.929742,0.96325815,0.8361919,0.9760405,0.8735469,1.0465978,0.89753366,1.1382143,1.0166287,1.0294888
cell_0371,0.9360731,0.99247605,0.91858506,0.87805593,0.93448555,0.9711136,1.78826,2.844333,0.861993,0.34458748,1.0132607,0.992057,0.8332961,0.9264049,0.84182936,0.865641,0.90407574,0.83449906,0.8537192,1.0983851,0.9573506,0.86369026
cell_0372,0.93250674,0.99464166,0.97631323,0.7863737,0.93831944,0.99030024,1.7644348,3.5064044,0.7660105,0.32579973,0.9648933,0.8073738,0.824112,0.90922976,0.9495357,0.8719082,0.7945528,0.7406724,0.87907577,0.9743376,0.93830186,0.9567837
cell_0373,0.8354888,0.902398,0.831476,0.9460643,0.83672804,0.9214806,1.7511146,2.7803543,0.88023263,0.36978668,0.8758125,0.94297945,0.9495974,0.9107359,0.8176681,0.900496,0.86978614,0.92384475,0.87426835,1.0016191,0.8627018,0.89651275
cell_0374,0.92259943,0.95322233,0.877928,0.97258765,0.9293022,0.8830498,1.6181687,3.5410624,0.8722857,0.34896553,0.8679314,0.79404277,0.7999467,0.8416089,0.9514635,0.9566817,0.90757376,1.0637723,0.83796954,0.8986286,1.2329907,0.8994247
cell_0375,0.8704019,0.91503537,0.9284452,0.8415166,0.91414565,0.81913567,1.8384284,4.136889,1.0561396,0.34355247,0.9434006,0.89634913,1.0072973,0.90318704,0.9312331,0.9716722,0.94525594,0.7902146,0.99031985,0.8245088,0.8375765,0.83910596
cell_0376,0.8859151,0.8869626,0.8650911,0.9365487,0.9653504,0.91769004,1.707288,3.0042279,0.8438726,0.38375962,0.83805865,0.8577533,1.0038539,1.0806799,0.9345954,0.8591823,0.97337604,1.008874,0.84542876,0.841397,0.9466503,0.9987399
cell_0377,0.962543,0.9756093,0.9355719,0.9315901,1.0963972,0.84898096,1.888173,2.4240446,0.9477714,0.3167946,1.0043403,0.8570701,0.98666716,0.9107246,0.8724627,0.8719061,0.74369794,0.8683691,0.87104017,0.8452018,0.8692971,1.1383016
cell_0378,0.8779847,0.8246366,0.9711046,0.8723457,0.98250234,0.9586755,1.8656821,3.4214218,0.93052906,0.3487352,0.82310385,0.8176907,0.7380116,0.92344123,0.9865702,0.94751084,0.853687,0.9511148,0.8453149,0.9822847,0.95140904,0.9109969
cell_0379,0.91763526,0.8919716,0.9204809,0.7968328,0.92027944,0.8155212,1.948935,3.3983405,0.9393167,0.30727333,0.9810589,0.8675169,0.81272215,0.84132403,0.91574013,0.9307213,0.8117291,0.850638,0.8767092,0.792621,0.85572916,1.0456727
cell_0380,0.97759557,0.878595,0.8470453,0.90113586,0.9392601,0.9088219,1.6557621,3.9518502,0.87283814,0.3557909,0.8644312,1.0324218,0.8849675,0.78731096,0.9936857,1.0141968,0.9362794,0.8037483,0.76863617,0.97466016,0.95397645,0.7733241
cell_0381,0.8151574,0.901336,0.9330114,0.9177405,0.8621793,0.8422499,1.8041105,4.1537895,0.86015743,0.31735015,0.8784363,0.8660201,0.90963376,0.85764664,0.8270129,0.9142962,0.9029246,0.7214813,0.8241507,0.7683326,1.0322807,1.0154915
cell_0382,0.82505757,0.90146995,0.80952954,0.94150263,0.89991593,0.85430795,1.917565,3.4639666,0.82046235,0.31819886,0.9408704,0.92893857,0.8272457,0.9071099,0.9614114,0.83020145,0.89341176,0.9137753,0.94093287,0.92823017,1.0696195,0.89611834
cell_0383,0.87424785,0.85930055,0.9007718,0.895969,0.94451827,1.0048136,1.9274259,3.0155864,0.82534975,0.34163678,0.9335856,0.9298374,0.9701223,0.9599565,0.8740301,0.89889526,0.875354,0.9865848,0.90537757,0.87780046,0.85826325,0.9284692
cell_0384,0.91796595,0.9842543,0.933647,0.96656656,0.7667447,0.9387509,1.9605736,3.280408,0.82723063,0.35180318,0.8986285,0.9282777,0.93528795,1.0420626,0.88136905,0.9386395,0.8603552,0.9781327,0.9865195,0.82160854,0.92776656,0.8623675
cell_0385,0.8077338,0.92424095,0.925934,0.89323986,0.98914057,0.93691504,1.8940779,3.161953,0.90228474,0.34179613,0.8529691,0.973236,0.8773919,0.80537874,0.77105564,0.94354856,0.8072849,0.9124295,0.92637396,0.8367657,1.0514425,1.0512142
cell_0386,0.9182256,0.9512345,0.982959,0.93454707,0.84607595,0.9440333,1.650371,4.323022,0.95925397,0.3297754,0.82784444,0.8402557,0.76591325,0.8540784,0.9319955,0.82880807,0.98043066,1.004116,0.94914216,0.95195925,0.8577478,0.8394823
cell_0387,0.9820446,0.9077434,0.961333,0.9169545,0.84402937,1.0179646,1.8099245,3.133827,0.9431792,0.34416682,0.85739636,0.864381,0.82833475,1.0371401,0.8564759,0.8385128,0.96593577,0.9073509,1.0301234,0.9470666,0.96942383,0.7897064
cell_0388,0.7611224,0.8808306,0.83259207,0.84073097,0.93710685,0.9170288,1.7669694,4.3215604,0.95392317,0.3501698,0.89619106,0.9485804,0.8218713,0.8769865,0.8287161,0.88968176,0.9434778,0.78831685,0.8690695,0.84490865,0.94458,0.92829734
cell_0389,0.8422312,0.9363102,0.9286598,0.96432525,0.95443827,0.90096563,1.8905686,3.1786652,0.93596905,0.33092394,0.94947326,0.8512191,0.9001167,0.71381855,1.0164236,0.89807355,0.7732986,0.8181401,1.0239947,0.86136,0.8946065,0.93238074
cell_0390,0.89140236,0.87675005,0.7693721,0.84765226,0.80133265,0.9426858,1.7925384,4.045633,0.9337862,0.33519122,0.9916824,0.91767246,0.9605716,0.9812193,0.96820474,0.8018768,0.9185895,0.92915154,0.9870821,0.93593806,0.8259069,0.8362916
cell_0391,0.861684,0.9012171,0.9222139,0.963631,0.9145138,0.89489615,1.7832088,3.069023,0.8662655,0.36930355,0.95101357,0.84278363,0.97218996,0.85982555,0.9066771,0.9870846,1.0069731,0.834702,0.9561356,0.97376245,0.8428826,1.0708677
cell_0392,0.87766486,0.95695853,0.8616969,0.84800416,0.88404274,0.99771506,1.7974341,4.0479865,0.97848356,0.37396652,0.8434694,0.8200313,0.91657543,0.93343544,0.9185309,0.8887757,0.79976225,0.93654937,0.9245342,1.0322477,0.9013614,1.072177
cell_0393,0.96730715,0.88978916,0.95065814,0.8344166,0.90944743,0.8736978,1.6586124,2.6987116,0.97303766,0.30978137,0.94497705,0.89309114,0.827755,0.9356208,0.90914726,1.0355945,0.7517986,1.0112413,0.89839655,0.9556025,1.1247019,0.9284978
cell_0394,0.94920677,0.928886,0.9044979,0.89467555,0.91491103,0.9321585,1.8487229,3.3841853,0.824431,0.34986293,0.8570108,1.0224811,0.97636354,0.8576066,1.0165985,0.86000025,0.8651475,0.90612316,0.84643644,0.98185694,0.9234938,0.90442175
cell_0395,0.90259945,0.9250996,0.8694196,1.000309,0.99542874,0.9019561,1.7828846,2.8983712,0.9238087,0.34523162,0.9021227,0.9213873,0.8017175,1.0861803,0.78916377,0.9416782,0.93578905,0.97319955,0.88438046,0.93160594,0.7947375,0.8240444
cell_0396,0.86359465,0.8919027,0.89051306,0.8614836,0.90358317,0.966815,1.8686693,2.9437873,0.8776497,0.34514323,0.9621771,0.8772491,0.8611688,0.9746616,0.9451121,0.8020803,0.8885094,0.8992122,0.87042326,1.0686097,0.8398038,0.8966265
cell_0397,0.91893077,0.8949225,0.88384175,0.8493412,1.000057,0.9664768,1.6814021,2.2830193,0.8243047,0.37504247,0.79845154,0.82075757,1.0823851,0.9029042,1.0948833,0.9646352,0.8771146,0.9832043,0.87244093,0.9337767,1.0078039,0.93209887
cell_0398,0.99189925,0.8560145,0.9554848,1.0613464,0.86082405,0.8570648,1.8169968,3.442834,0.8245724,0.32457927,0.95055395,0.8388451,0.85753053,0.78025657,0.8870499,0.8968622,0.960383,0.9683618,1.0252488,0.7367934,0.8204699,0.9376913
cell_0399,0.894155,0.8689851,0.88509166,0.8223193,0.85479933,0.883159,1.7396477,3.9035175,0.8790844,0.34774157,0.8804234,0.8378273,1.02183,0.80482185,0.9343426,0.9947871,0.8959422,0.8843016,0.7734418,0.8355005,0.891364,1.0742928
cell_0400,0.9625791,0.8575038,0.81926775,0.8242107,0.852845,0.92251515,1.8168677,4.2580204,0.95133644,0.3267381,0.8280782,0.8423557,0.76458156,1.0409559,0.9701882,0.8355872,0.9211759,0.9744785,0.9581041,0.9106868,0.8904698,0.91288716
cell_0401,0.858761,0.9375995,0.8745181,0.9124517,0.99074346,0.98292667,1.7533461,3.100797,0.8910661,0.31830898,0.84142923,0.9341702,0.9661639,0.863134,0.96778667,0.85287124,0.9186483,0.810758,0.8379019,0.90372765,0.87509984,0.9955921
cell_0402,0.91927314,0.9830141,0.8327808,0.94439244,0.8289961,0.8806279,1.8511218,4.0508237,0.9961743,0.33417365,0.8496619,0.8222757,0.7767998,1.0147823,0.8822927,0.966374,0.92406446,0.9452389,0.9827404,0.97827923,1.0975182,0.86428636
cell_0403,0.8777043,0.8903491,0.9931265,0.8894861,0.9780411,1.0186251,1.7472291,3.5783877,0.9976385,0.36275333,0.9908316,0.7955186,0.8974743,0.8957845,0.88056487,0.86649984,0.88877976,0.824642,0.87111396,0.9717706,0.97580624,0.883492
cell_0404,0.9118885,0.93262154,0.76160294,0.9321942,1.0159323,0.8848321,1.6361443,4.2156987,0.98764783,0.3360807,0.8859941,0.95738655,0.947189,0.95369256,0.97264194,0.95095193,0.9054173,1.0580435,1.0219963,0.8111601,1.1043984,0.9997832
cell_0405,0.92569655,1.0277694,0.8305783,0.7987064,0.92479336,0.8814357,1.710283,3.3289142,0.93162835,0.3571311,0.9091113,0.8774712,0.826233,0.9564236,0.9639418,0.9577773,0.8781202,0.90866756,1.0351263,0.93766725,0.8613587,1.0008394
